customer_id,name,email,age,gender,city,state,segment,total_items_purchased,total_spent,num_orders,last_purchase_date,favourite_category,first_purchase_date,avg_order_value,age_group
C176,Eric Garcia,eric.garcia83@icloud.com,44.0,M,Charlotte,NC,Bargain Hunter,132,4389.43,46,2025-06-07,Men,2024-01-04,95.42,35-44
C177,Ronald Thomas,ronald.thomas73@yahoo.com,35.0,M,Dallas,TX,Loyal,106,3201.44,47,2025-06-30,Men,2024-01-06,68.12,35-44
C178,Gregory Wilson,gregory.wilson43@yahoo.com,52.0,M,Indianapolis,IN,Seasonal,92,2467.83,57,2025-06-08,Men,2024-01-04,43.3,45-54
C179,Kevin Collins,kevin.collins17@icloud.com,31.0,M,San Jose,CA,Occasional,61,2052.64,42,2025-06-21,All,2024-01-03,48.87,25-34
C180,Joseph Nelson,joseph.nelson17@gmail.com,67.0,M,Los Angeles,CA,Occasional,55,1797.45,36,2025-06-08,Men,2024-01-07,49.93,65+
C181,Gregory Lee,gregory.lee23@outlook.com,42.0,M,Los Angeles,CA,Loyal,131,4445.94,48,2025-06-26,Men,2024-01-05,92.62,35-44
C182,Shirley Davis,shirley.davis61@hotmail.com,24.0,F,Phoenix,AZ,Seasonal,76,3052.74,44,2025-06-10,Women,2024-01-02,69.38,18-24
C183,Nicholas Allen,nicholas.allen79@gmail.com,22.0,M,Indianapolis,IN,New,87,3004.88,49,2025-06-29,Men,2024-01-07,61.32,18-24
C184,Cynthia Adams,cynthia.adams8@hotmail.com,40.0,F,Los Angeles,CA,Seasonal,82,2988.43,55,2025-06-18,Women,2024-01-04,54.34,35-44
C185,Debra Miller,debra.miller92@hotmail.com,32.0,F,Tucson,AZ,Loyal,175,6689.25,68,2025-06-26,Women,2024-01-13,98.37,25-34
C186,Edward Hill,edward.hill9@yahoo.com,43.0,M,San Jose,CA,Occasional,88,3623.62,54,2025-06-24,Men,2024-01-06,67.1,35-44
C187,Deborah Hill,deborah.hill59@icloud.com,40.0,F,Boston,MA,New,70,2917.05,45,2025-06-11,Women,2024-01-03,64.82,35-44
C188,Jerry Davis,jerry.davis56@hotmail.com,34.0,M,Charlotte,NC,Seasonal,75,2501.25,47,2025-06-14,Men,2024-01-04,53.22,25-34
C189,Carol Turner,carol.turner52@hotmail.com,24.0,F,Sacramento,CA,New,64,2303.36,41,2025-06-27,Women,2024-01-05,56.18,18-24
C190,Sharon Lee,sharon.lee48@yahoo.com,18.0,F,Denver,CO,New,92,3431.08,61,2025-06-24,Women,2024-01-01,56.25,18-24
C191,Barbara Garcia,barbara.garcia12@hotmail.com,29.0,F,Philadelphia,PA,Loyal,128,4740.72,54,2025-06-22,Women,2024-01-30,87.79,25-34
C192,Sarah Scott,sarah.scott76@icloud.com,45.0,F,Houston,TX,New,82,3474.68,47,2025-06-01,Women,2024-01-13,73.93,45-54
C193,Jacob Thompson,jacob.thompson93@gmail.com,37.0,M,Cleveland,OH,Bargain Hunter,144,4303.31,53,2025-06-22,Men,2024-01-17,81.19,35-44
C194,Amanda Miller,amanda.miller20@hotmail.com,20.0,F,Charlotte,NC,Occasional,62,2228.63,40,2025-06-07,Women,2024-01-02,55.72,18-24
C195,Timothy Collins,timothy.collins15@outlook.com,37.0,M,Miami,FL,New,91,3488.09,56,2025-06-22,Men,2024-01-06,62.29,35-44
C196,Brenda Roberts,brenda.roberts78@outlook.com,39.0,F,Los Angeles,CA,Loyal,135,5587.9,51,2025-06-04,Women,2024-01-05,109.57,35-44
C197,Rachel Carter,rachel.carter44@outlook.com,24.0,F,Portland,OR,Loyal,149,6037.76,57,2025-06-09,Women,2024-01-01,105.93,18-24
C198,Raymond Nelson,raymond.nelson9@yahoo.com,36.0,M,Tampa,FL,New,65,2362.35,44,2025-06-29,Men,2024-01-03,53.69,35-44
C199,David Mitchell,david.mitchell49@hotmail.com,35.0,M,Charlotte,NC,Occasional,79,2723.71,54,2025-06-14,Men,2024-01-02,50.44,35-44
C200,Jason Martin,jason.martin73@icloud.com,21.0,M,Las Vegas,NV,Loyal,121,4141.79,48,2025-06-26,Men,2024-01-06,86.29,18-24
